,Company,TypeName,Ram,Weight,Price,Touchscreen,Ips,ppi,Cpu brand,HDD,SSD,Gpu brand,os,Inches
879,HP,Notebook,4,2.04,44701.92,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
880,HP,2 in 1 Convertible,4,1.28,90576.0,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
881,HP,2 in 1 Convertible,4,2.3,36486.14399999999,1,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
882,Asus,Notebook,4,1.65,18541.44,0,0,111.1413368676404,Other Intel Processor,0,0,Intel,Windows,14.1
883,Lenovo,Notebook,8,2.2,35644.32,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,15.6
884,Dell,Notebook,4,2.2,19660.32,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,15.6
885,HP,2 in 1 Convertible,4,1.28,95850.72,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
886,Dell,Notebook,4,2.18,24279.696,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Others/No OS/Linux,15.6
887,Asus,Gaming,12,2.2,72988.272,0,0,127.33567457123111,Intel Core i5,1000,128,Nvidia,Windows,17.3
888,Acer,Netbook,4,1.25,15824.16,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.6
889,Lenovo,Notebook,4,2.8,20193.12,0,0,106.11306214269258,AMD Processor,500,0,AMD,Windows,17.3
890,HP,Notebook,4,1.95,67399.2,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows,14.0
891,HP,2 in 1 Convertible,16,1.42,74538.72,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,13.3
892,Samsung,Ultrabook,8,1.17,90522.72,0,0,146.86047800548656,Intel Core i7,0,256,Intel,Windows,15.0
893,Lenovo,Ultrabook,8,1.32,95850.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
894,MSI,Gaming,16,2.43,141138.72,0,1,254.67134914246222,Intel Core i7,2000,512,Nvidia,Windows,17.3
895,Toshiba,Notebook,8,1.05,78588.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
896,Dell,Gaming,8,2.62,49497.12,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux,15.6
897,HP,Notebook,8,2.04,47952.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,15.6
898,Dell,Notebook,4,2.18,32713.92,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows,15.6
899,Dell,Notebook,8,1.9,49816.8,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,15.6
900,Dell,2 in 1 Convertible,8,1.24,107257.968,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows,13.3
901,Asus,Gaming,32,3.58,68145.12,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,Windows,17.3
902,Dell,2 in 1 Convertible,16,1.22,87858.72,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
903,Lenovo,Ultrabook,8,1.13,109170.72,0,1,157.3505121487356,Intel Core i7,0,0,Intel,Windows,14.0
904,Lenovo,Notebook,8,1.95,104588.1072,0,1,141.21199808219862,Intel Core i5,0,512,Intel,Windows,15.6
905,LG,Ultrabook,16,1.08,111834.72,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows,15.6
906,HP,Netbook,8,1.26,79014.23999999999,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows,12.5
907,Acer,Notebook,4,2.2,19127.52,0,1,141.21199808219862,Other Intel Processor,0,0,Intel,Others/No OS/Linux,15.6
908,Lenovo,Notebook,8,2.6,42037.92,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
909,LG,Ultrabook,8,0.98,101178.72,1,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows,14.0
910,Dell,Notebook,8,1.6,64202.4,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
911,HP,Ultrabook,8,1.09,165168.0,1,0,352.4651472131677,Other Intel Processor,0,240,Intel,Windows,12.5
912,Lenovo,Notebook,6,2.2,42037.92,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
913,HP,Notebook,8,2.04,54291.78719999999,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
914,Acer,Notebook,4,2.4,26586.72,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,15.6
915,Lenovo,Notebook,4,1.44,46939.68,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,13.3
916,HP,Notebook,8,1.49,51148.8,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
917,MSI,Gaming,16,2.7,85194.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
918,Dell,Gaming,16,2.6,71874.72,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
919,MSI,Gaming,8,2.2,59668.804800000005,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
920,Dell,Notebook,4,2.18,36496.2672,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Windows,15.6
921,HP,Ultrabook,8,1.84,69103.62719999999,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,15.6
922,HP,Ultrabook,8,1.39,61218.72,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,13.3
923,Toshiba,Notebook,16,2.4,105228.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
924,Lenovo,2 in 1 Convertible,8,1.37,97236.0,1,1,165.6321180513006,Intel Core i5,0,512,Intel,Windows,13.3
925,Dell,Notebook,4,1.95,38889.072,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
926,Lenovo,Ultrabook,8,1.36,87912.0,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows,12.5
927,HP,Notebook,8,2.31,62071.2,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
928,Dell,Notebook,4,2.18,37725.4368,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows,15.6
929,HP,Notebook,4,1.95,61218.72,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,14.0
930,Lenovo,Notebook,4,2.2,16463.52,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows,15.6
931,HP,Ultrabook,4,1.26,84129.12,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows,12.5
932,HP,Notebook,4,1.86,15392.592,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux,15.6
933,Lenovo,2 in 1 Convertible,16,1.3,95850.72,1,1,276.053530085501,Intel Core i7,0,1000,Intel,Windows,13.3
934,Toshiba,Notebook,4,1.47,58874.4,0,1,157.3505121487356,Intel Core i5,0,128,Intel,Windows,14.0
935,HP,Netbook,8,1.26,88924.31999999999,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,12.5
936,Dell,Notebook,4,2.18,29762.208,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows,15.6
937,MSI,Gaming,8,2.2,63882.72,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
938,Dell,Ultrabook,8,1.36,87325.92,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
939,Dell,Gaming,16,4.36,146946.24,0,0,169.78089942830815,Intel Core i7,1000,512,Nvidia,Windows,17.3
940,HP,Gaming,8,2.75,74538.72,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,Windows,17.3
941,Asus,Notebook,4,2.8,28238.4,0,0,106.11306214269258,Other Intel Processor,1000,0,Nvidia,Windows,17.3
942,Acer,Notebook,4,2.23,32980.32,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
943,Toshiba,Notebook,8,2.2,59620.32,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows,15.6
944,Lenovo,2 in 1 Convertible,8,1.1,69210.72,1,1,194.94753717542463,Other Intel Processor,0,256,Intel,Windows,11.3
945,Lenovo,Gaming,16,2.5,53226.72,0,1,141.21199808219862,AMD Processor,1000,512,AMD,Windows,15.6
946,Dell,Ultrabook,8,1.36,78438.816,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,12.5
947,Lenovo,Notebook,8,2.2,36496.8,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux,15.6
948,Dell,Notebook,4,2.36,35111.52,0,0,106.11306214269258,Intel Core i3,1000,0,AMD,Windows,17.3
949,Acer,Notebook,4,1.68,18594.72,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux,14.0
950,HP,Workstation,8,2.0,119826.72,0,1,141.21199808219862,Intel Core i7,0,8,Nvidia,Windows,15.6
951,Dell,Ultrabook,8,1.36,94572.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,14.0
952,Toshiba,Notebook,8,1.2,77788.8,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
953,Asus,2 in 1 Convertible,8,1.2,61751.52,0,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux,12.5
954,Lenovo,Ultrabook,8,1.7,79333.3872,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,14.0
955,Dell,Gaming,16,4.36,168045.12,0,1,254.67134914246222,Intel Core i7,1000,512,Nvidia,Windows,17.3
956,Dell,2 in 1 Convertible,8,1.24,101178.72,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
957,HP,2 in 1 Convertible,4,1.45,41292.0,1,0,135.0942111925629,Other Intel Processor,0,256,Intel,Windows,11.6
958,Dell,Ultrabook,8,1.3,67559.04,0,0,276.053530085501,Intel Core i7,0,256,Intel,Windows,13.3
959,Acer,2 in 1 Convertible,4,1.25,20725.92,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.6
960,Toshiba,Notebook,8,1.2,81784.8,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
961,Lenovo,Ultrabook,8,1.36,93772.8,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows,12.5
962,Acer,Notebook,12,2.4,53759.52,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
963,Toshiba,Ultrabook,8,1.1,95371.2,1,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows,12.5
964,HP,Notebook,8,2.04,45101.52,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows,15.6
965,Dell,Notebook,4,2.25,24808.2336,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Others/No OS/Linux,15.6
966,Dell,Notebook,4,1.9,43956.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
967,HP,Notebook,4,2.04,36496.8,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows,15.6
968,Dell,Gaming,32,4.42,167778.72,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
969,Lenovo,Notebook,6,2.4,37029.6,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,15.6
970,Dell,2 in 1 Convertible,16,1.22,101178.72,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows,13.3
971,Dell,Ultrabook,8,1.5,104587.57439999998,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows,14.0
972,Dell,Gaming,32,4.42,149184.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
973,Toshiba,Notebook,8,1.95,62870.4,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
974,Asus,Gaming,16,2.73,109218.672,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
975,HP,Notebook,8,2.04,52161.12,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,15.6
976,Lenovo,Notebook,4,1.7,53386.56,0,0,111.93520355955211,Intel Core i5,0,0,Intel,Windows,14.0
977,Asus,2 in 1 Convertible,16,2.3,95850.72,1,0,282.42399616439724,Intel Core i7,2000,512,Nvidia,Windows,15.6
978,HP,Notebook,6,2.04,30849.12,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows,15.6
979,Asus,Gaming,16,2.99,93186.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
980,Dell,2 in 1 Convertible,12,2.19,69210.72,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows,15.6
981,Toshiba,Notebook,4,1.2,63669.6,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,13.3
982,Lenovo,Notebook,6,2.2,29250.72,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,15.6
983,Fujitsu,Notebook,4,2.3,34578.72,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows,15.6
984,Toshiba,Notebook,4,1.75,48751.2,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,14.0
985,Dell,Notebook,4,2.25,31914.72,0,0,100.45466986113651,Intel Core i5,500,0,AMD,Windows,15.6
986,HP,Notebook,8,2.04,42943.68,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,15.6
987,Lenovo,Gaming,8,2.5,63349.92,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
988,Dell,Notebook,8,2.36,39906.72,0,0,100.45466986113651,Intel Core i7,1000,0,AMD,Windows,15.6
989,Dell,Notebook,8,1.6,59620.32,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows,14.0
990,HP,Netbook,8,0.97,101658.24,0,0,176.23257360658386,Other Intel Processor,0,512,Intel,Windows,12.5
991,HP,Notebook,4,2.1,26586.72,0,0,141.21199808219862,Intel Core i3,1000,128,AMD,Windows,15.6
992,Lenovo,Notebook,4,1.9,14418.6336,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Others/No OS/Linux,15.6
993,Lenovo,Notebook,8,2.3,71874.72,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
994,Dell,2 in 1 Convertible,8,1.68,47365.92,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
995,Asus,Notebook,8,1.4,61272.0,0,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,13.3
996,HP,Ultrabook,8,1.11,71874.72,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
997,Acer,Notebook,4,2.4,20246.4,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows,15.6
998,Asus,Gaming,16,2.5,95850.72,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,15.6
999,HP,Ultrabook,8,1.48,111301.92,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows,14.0
1000,Acer,Gaming,8,2.7,67132.8,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,15.6
1001,HP,Notebook,8,1.34,63349.92,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
1002,Dell,Notebook,4,2.18,29144.16,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows,15.6
1003,HP,Notebook,4,1.64,41505.12,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,14.0
1004,Toshiba,Notebook,4,1.2,63669.6,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows,13.3
1005,HP,Notebook,4,1.48,58607.46719999999,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows,14.0
1006,HP,Notebook,4,1.95,64202.4,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
1007,HP,Ultrabook,8,1.43,77202.72,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,14.0
1008,HP,Notebook,8,1.64,55904.5728,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows,14.0
1009,HP,Notebook,4,1.64,36443.52,0,0,111.93520355955211,Intel Core i3,500,0,Intel,Windows,14.0
1010,Dell,Gaming,8,2.65,50562.72,0,0,141.21199808219862,Intel Core i5,0,0,Nvidia,Windows,15.6
1011,HP,Ultrabook,4,1.26,81997.92,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows,12.5
1012,HP,Notebook,4,1.48,84715.2,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
1013,HP,Ultrabook,8,1.54,100550.5488,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,14.0
1014,HP,Notebook,4,1.49,42624.0,0,0,117.82653006268643,Intel Core i3,500,0,Intel,Windows,13.3
1015,Toshiba,Notebook,8,1.5,64468.8,0,0,117.82653006268643,Intel Core i5,0,256,Intel,Windows,13.3
1016,HP,Notebook,4,2.04,41025.0672,0,0,100.45466986113651,Intel Core i3,0,256,Intel,Windows,15.6
1017,Lenovo,Notebook,16,2.4,158135.04,0,1,254.67134914246222,Intel Core i7,0,512,Nvidia,Windows,17.3
1018,Toshiba,Notebook,8,1.47,79387.2,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
1019,HP,Notebook,8,1.43,118761.12,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,14.0
1020,Dell,2 in 1 Convertible,4,2.08,42410.3472,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,15.6
1021,Toshiba,Ultrabook,8,1.2,84715.2,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
1022,HP,Notebook,8,1.11,61218.72,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,13.3
1023,HP,Notebook,8,1.64,63159.7104,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows,14.0
1024,Dell,Notebook,8,2.09,55754.3232,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,15.6
1025,HP,Ultrabook,4,1.26,83063.52,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows,12.5
1026,HP,Notebook,4,2.31,63349.92,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,14.0
1027,HP,Notebook,4,1.95,56476.8,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows,14.0
1028,Dell,Ultrabook,8,1.29,86526.72,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows,13.3
1029,HP,Notebook,8,2.63,57542.4,0,0,127.33567457123111,Intel Core i5,0,256,Nvidia,Windows,17.3
1030,HP,Notebook,4,1.64,51841.44,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows,14.0
1031,Acer,Notebook,6,2.1,21791.52,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows,15.6
1032,MSI,Gaming,8,2.7,63499.10399999999,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,17.3
1033,HP,Notebook,8,1.95,63669.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
1034,HP,Notebook,8,1.84,65480.5872,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,15.6
1035,HP,Ultrabook,8,1.26,71874.72,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows,12.5
1036,HP,Notebook,4,2.04,39533.76,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
1037,Toshiba,Ultrabook,8,1.47,91908.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,14.0
1038,Dell,Notebook,8,2.09,56633.976,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
1039,HP,Notebook,8,1.64,53839.9728,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
1040,Lenovo,2 in 1 Convertible,4,1.8,45128.16,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,15.6
1041,Vero,Notebook,2,1.45,11231.424,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows,14.0
1042,Toshiba,Notebook,16,2.4,75924.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,15.6
1043,Lenovo,Notebook,8,2.3,55922.688,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
1044,HP,Notebook,4,1.54,53280.0,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows,14.0
1045,HP,Notebook,8,1.84,112065.9552,0,0,141.21199808219862,Intel Core i5,500,256,Intel,Windows,15.6
1046,HP,Notebook,8,1.43,78268.31999999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,14.0
1047,MSI,Gaming,16,3.78,82351.6992,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
1048,Lenovo,Gaming,16,4.6,122010.66719999998,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,17.3
1049,Asus,Netbook,4,1.2,15339.311999999998,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux,11.6
1050,Lenovo,Notebook,16,1.1,139593.6,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows,14.0
1051,HP,Notebook,8,1.91,52161.12,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,15.6
1052,Dell,2 in 1 Convertible,8,2.3,58288.32,1,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
1053,HP,Notebook,4,2.04,52161.12,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows,15.6
1054,Dell,Ultrabook,16,1.2,120093.12,1,0,276.053530085501,Intel Core i7,0,1000,Intel,Windows,13.3
1055,HP,Notebook,4,2.31,37570.392,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows,15.6
1056,HP,Notebook,4,1.96,26586.72,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux,15.6
1057,Acer,Notebook,8,2.4,23922.72,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows,15.6
1058,Dell,2 in 1 Convertible,12,1.6,69210.72,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
1059,MSI,Gaming,16,2.94,96916.32,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,15.6
1060,HP,Notebook,8,2.04,57009.6,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,15.6
1061,Asus,Gaming,16,4.0,53173.44,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux,17.3
1062,Dell,Notebook,4,2.25,29783.52,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,15.6
1063,Dell,Notebook,16,2.32,52746.6672,0,0,141.21199808219862,Intel Core i7,2000,0,AMD,Windows,15.6
1064,MSI,Gaming,16,1.8,102777.12,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,15.6
1065,Dell,Ultrabook,8,1.29,77682.23999999999,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
1066,Asus,Gaming,64,3.58,211788.0,0,1,127.33567457123111,Intel Core i7,0,1000,Nvidia,Windows,17.3
1067,Dell,2 in 1 Convertible,8,1.62,42517.9728,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
1068,Dell,Gaming,16,3.21,70809.12,0,0,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows,15.6
1069,Apple,Ultrabook,8,0.92,69264.0,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,Mac,12.0
1070,Dell,Notebook,4,2.06,25679.8944,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows,15.6
1071,HP,Notebook,4,2.31,63882.72,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
1072,HP,Ultrabook,8,1.26,63882.72,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows,12.5
1073,HP,Notebook,8,1.49,58075.2,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,13.3
1074,Lenovo,Ultrabook,8,1.3,91294.7472,1,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows,12.5
1075,Lenovo,Notebook,8,3.0,35111.52,0,0,106.11306214269258,Intel Core i5,1000,0,AMD,Windows,17.3
1076,Lenovo,Notebook,4,2.3,52054.56,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,15.6
1077,MSI,Gaming,16,3.78,133146.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
1078,Lenovo,Notebook,4,2.1,28771.2,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows,15.6
1079,HP,Notebook,4,2.31,50083.2,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows,15.6
1080,Lenovo,Ultrabook,8,0.99,74538.72,1,1,234.9767648087785,Other Intel Processor,0,512,Intel,Windows,12.5
1081,Lenovo,Gaming,32,4.6,172627.19999999998,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,Windows,17.3
1082,Lenovo,2 in 1 Convertible,4,0.69,34433.2656,1,1,224.17380907857276,Other Intel Processor,0,0,Intel,Windows,10.1
1083,HP,Ultrabook,16,1.3,109170.72,0,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows,13.3
1084,Dell,Notebook,8,2.18,39960.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,15.6
1085,HP,Notebook,4,1.54,54931.14719999999,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows,14.0
1086,HP,Workstation,8,1.9,79653.59999999999,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,15.6
1087,Lenovo,Notebook,8,1.7,63882.72,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows,14.0
1088,HP,Notebook,4,1.29,32767.2,0,0,276.053530085501,Other Intel Processor,0,0,Intel,Others/No OS/Linux,13.3
1089,Acer,Notebook,4,2.4,20619.36,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows,15.6
1090,Dell,Notebook,4,2.2,20965.1472,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux,15.6
1091,HP,Notebook,4,1.86,18434.3472,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Others/No OS/Linux,15.6
1092,Asus,Gaming,8,2.7,85194.72,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows,17.3
1093,Dell,Ultrabook,4,1.4,43601.688,0,1,165.6321180513006,Intel Core i5,0,256,AMD,Windows,13.3
1094,HP,Netbook,4,2.4,85194.72,0,0,125.36742798669837,Intel Core i5,0,128,Intel,Windows,12.5
1095,Acer,Notebook,8,2.4,42570.72,0,0,141.21199808219862,Intel Core i5,1000,256,Nvidia,Windows,15.6
1096,Dell,Notebook,8,2.36,34035.264,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows,15.6
1097,MSI,Gaming,8,2.6,85194.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows,17.3
1098,HP,Notebook,4,1.96,26640.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows,15.6
1099,Asus,Gaming,16,4.3,122490.72,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows,17.3
1100,Dell,Ultrabook,4,1.5,60480.792,0,0,125.36742798669837,Intel Core i3,500,0,Intel,Windows,12.5
1101,Dell,Ultrabook,4,1.5,62176.1616,0,0,125.36742798669837,Intel Core i3,0,128,Intel,Windows,12.5
1102,Acer,Notebook,4,2.2,11135.52,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,Others/No OS/Linux,15.6
1103,HP,Workstation,8,3.0,154458.72,0,1,127.33567457123111,Intel Core i7,1000,0,AMD,Windows,17.3
1104,Lenovo,Gaming,16,2.4,63882.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,15.6
1105,Dell,Ultrabook,8,1.5,75289.968,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows,12.5
